MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTest/basketball-v2/StdReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/MinReturn,MetaTest/basketball-v2/Iteration,MetaTest/basketball-v2/SuccessRate,MetaTest/basketball-v2/MinReturn,MetaTest/Average/StdReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/basketball-v2/AverageDiscountedReturn,MetaTest/basketball-v2/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/basketball-v2/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn
0.0,50,530000,4.078769348099929,0.0,2.7613290640417953,10,0.0,2.7613290640417953,4.078769348099929,11.014017781605915,11.014017781605911,11.014017781605911,50,23.006911018377618,0.0,23.006911018377618,10,11.014017781605915
0.0,50,560000,4.4230892357790355,0.0,3.2703359291185286,11,0.0,3.2703359291185286,4.4230892357790355,10.415955882346518,10.415955882346518,10.415955882346518,50,22.57316295330334,0.0,22.57316295330334,11,10.415955882346518
0.0,50,590000,6.470272959657693,0.0,2.3952803756670704,12,0.0,2.3952803756670704,6.470272959657693,11.82976093620341,11.829760936203407,11.829760936203407,50,29.886711130250156,0.0,29.886711130250156,12,11.82976093620341
0.0,50,620000,5.034267779156756,0.0,3.0582909455451257,13,0.0,3.0582909455451257,5.034267779156756,11.309029063132375,11.309029063132373,11.309029063132373,50,28.588072125157115,0.0,28.588072125157115,13,11.309029063132375
0.0,50,650000,4.693646235414545,0.0,1.5612378183301208,14,0.0,1.5612378183301208,4.693646235414545,11.084383550827559,11.084383550827562,11.084383550827562,50,22.804966732973877,0.0,22.804966732973877,14,11.084383550827559
0.0,50,680000,14.162380264064076,0.0,3.0861137919714663,15,0.0,3.0861137919714663,14.162380264064076,13.230970240233944,13.230970240233946,13.230970240233946,50,102.94464360420136,0.0,102.94464360420136,15,13.230970240233944
0.0,50,710000,9.998545102644627,0.0,1.3914325394619538,16,0.0,1.3914325394619538,9.998545102644627,13.290215093023335,13.290215093023335,13.290215093023335,50,55.42373015423541,0.0,55.42373015423541,16,13.290215093023335
0.0,50,740000,6.109599375260139,0.0,3.2625894907577613,17,0.0,3.2625894907577613,6.109599375260139,12.100825567164039,12.10082556716404,12.10082556716404,50,29.83691345779053,0.0,29.83691345779053,17,12.100825567164039
0.0,50,770000,5.231988194193598,0.0,2.855778037733602,18,0.0,2.855778037733602,5.231988194193598,12.009235640734621,12.009235640734623,12.009235640734623,50,27.340721684099794,0.0,27.340721684099794,18,12.009235640734621
0.0,50,800000,5.8528551615475255,0.0,3.9414326045145844,19,0.0,3.9414326045145844,5.8528551615475255,11.938539450737021,11.938539450737016,11.938539450737016,50,35.07111423681926,0.0,35.07111423681926,19,11.938539450737021
0.0,50,830000,4.945472001998269,0.0,2.7416289667067377,20,0.0,2.7416289667067377,4.945472001998269,10.427246679480147,10.427246679480147,10.427246679480147,50,23.534960303538526,0.0,23.534960303538526,20,10.427246679480147
0.0,50,860000,4.66918821763719,0.0,4.528745820175256,21,0.0,4.528745820175256,4.66918821763719,11.311432251818108,11.311432251818108,11.311432251818108,50,25.360008634359122,0.0,25.360008634359122,21,11.311432251818108
0.0,50,890000,5.641704897321763,0.0,3.476557501098001,22,0.0,3.476557501098001,5.641704897321763,11.192937577189396,11.192937577189396,11.192937577189396,50,35.01581408180853,0.0,35.01581408180853,22,11.192937577189396
0.0,50,920000,5.484413465260193,0.0,3.3018900054422904,23,0.0,3.3018900054422904,5.484413465260193,11.30173525712865,11.30173525712865,11.30173525712865,50,24.507725153809762,0.0,24.507725153809762,23,11.30173525712865
0.0,50,950000,5.836436842626816,0.0,3.3002487793774336,24,0.0,3.3002487793774336,5.836436842626816,12.386017495562223,12.386017495562221,12.386017495562221,50,28.34268177183877,0.0,28.34268177183877,24,12.386017495562223
0.0,50,980000,4.027262886969001,0.0,2.9383134096685235,25,0.0,2.9383134096685235,4.027262886969001,9.438609107539664,9.438609107539664,9.438609107539664,50,22.513960864638996,0.0,22.513960864638996,25,9.438609107539664
0.0,50,1010000,5.3447494579178105,0.0,2.1170951117343426,26,0.0,2.1170951117343426,5.3447494579178105,11.677618340411238,11.677618340411241,11.677618340411241,50,22.540763989256266,0.0,22.540763989256266,26,11.677618340411238
0.0,50,1040000,5.744719440901633,0.0,2.926763222895767,27,0.0,2.926763222895767,5.744719440901633,10.864968655788154,10.864968655788154,10.864968655788154,50,24.212881324309638,0.0,24.212881324309638,27,10.864968655788154
0.0,50,1070000,5.310914372054735,0.0,2.745817370956176,28,0.0,2.745817370956176,5.310914372054735,10.321635856636899,10.321635856636899,10.321635856636899,50,26.20034294278744,0.0,26.20034294278744,28,10.321635856636899
0.0,50,1100000,4.51623643660101,0.0,4.620903497903404,29,0.0,4.620903497903404,4.51623643660101,11.479188399273028,11.47918839927303,11.47918839927303,50,20.9694098902189,0.0,20.9694098902189,29,11.479188399273028
0.0,50,1130000,5.708711610169421,0.0,2.356120176075657,30,0.0,2.356120176075657,5.708711610169421,10.89787745435015,10.897877454350153,10.897877454350153,50,28.698619228436925,0.0,28.698619228436925,30,10.89787745435015
0.0,50,1160000,5.6705130194356546,0.0,3.3140272768953767,31,0.0,3.3140272768953767,5.6705130194356546,11.600070403344597,11.600070403344597,11.600070403344597,50,30.926878008594667,0.0,30.926878008594667,31,11.600070403344597
0.0,50,1190000,5.11935250425897,0.0,4.314016458956821,32,0.0,4.314016458956821,5.11935250425897,13.020363690717945,13.02036369071795,13.02036369071795,50,25.62147098169238,0.0,25.62147098169238,32,13.020363690717945
0.0,50,1220000,6.335614024793251,0.0,2.317809108970674,33,0.0,2.317809108970674,6.335614024793251,11.76029556763923,11.76029556763923,11.76029556763923,50,33.05009321884095,0.0,33.05009321884095,33,11.76029556763923
0.0,50,1250000,5.193865085120061,0.0,3.990502356112301,34,0.0,3.990502356112301,5.193865085120061,11.98124259712335,11.98124259712335,11.98124259712335,50,24.957359385376023,0.0,24.957359385376023,34,11.98124259712335
0.0,50,1280000,5.077371963281566,0.0,4.450822011334645,35,0.0,4.450822011334645,5.077371963281566,12.433285659161282,12.433285659161278,12.433285659161278,50,23.21194332295719,0.0,23.21194332295719,35,12.433285659161282
0.0,50,1310000,6.539411210658899,0.0,2.5248640521764942,36,0.0,2.5248640521764942,6.539411210658899,12.20907312993786,12.209073129937856,12.209073129937856,50,40.675605903482925,0.0,40.675605903482925,36,12.20907312993786
0.0,50,1340000,4.925198006883625,0.0,2.8671184099326963,37,0.0,2.8671184099326963,4.925198006883625,9.662094588925033,9.662094588925036,9.662094588925036,50,23.34619130432442,0.0,23.34619130432442,37,9.662094588925033
0.0,50,1370000,6.802156701254767,0.0,2.3946502150461,38,0.0,2.3946502150461,6.802156701254767,12.581964345140959,12.581964345140962,12.581964345140962,50,41.59897874569663,0.0,41.59897874569663,38,12.581964345140959
0.0,50,1400000,4.697204506328272,0.0,2.331055046632521,39,0.0,2.331055046632521,4.697204506328272,10.444805229224233,10.444805229224228,10.444805229224228,50,21.855682166817754,0.0,21.855682166817754,39,10.444805229224233
0.0,50,1430000,4.8281270572510575,0.0,2.614250852925863,40,0.0,2.614250852925863,4.8281270572510575,10.753164458527326,10.753164458527328,10.753164458527328,50,25.85439230056107,0.0,25.85439230056107,40,10.753164458527326
0.0,50,1460000,5.535963853613877,0.0,3.845465774168119,41,0.0,3.845465774168119,5.535963853613877,11.71560249808789,11.715602498087891,11.715602498087891,50,29.28952026983642,0.0,29.28952026983642,41,11.71560249808789
0.0,50,1490000,4.070157668934096,0.0,2.7156693326927317,42,0.0,2.7156693326927317,4.070157668934096,9.573946855859525,9.573946855859525,9.573946855859525,50,22.75495940604451,0.0,22.75495940604451,42,9.573946855859525
0.0,50,1520000,9.071643362737033,0.0,1.2602928256752137,43,0.0,1.2602928256752137,9.071643362737033,12.102654862264169,12.10265486226417,12.10265486226417,50,53.236094133352424,0.0,53.236094133352424,43,12.102654862264169
0.0,50,1550000,5.574987769797429,0.0,1.5194799148527343,44,0.0,1.5194799148527343,5.574987769797429,8.485007182228822,8.485007182228822,8.485007182228822,50,33.10741064243271,0.0,33.10741064243271,44,8.485007182228822
0.0,50,1580000,4.486760826563081,0.0,3.359414792051223,45,0.0,3.359414792051223,4.486760826563081,8.091280877153677,8.091280877153675,8.091280877153675,50,20.204286353165504,0.0,20.204286353165504,45,8.091280877153677
0.0,50,1610000,7.120404153094271,0.0,2.2814071491708194,46,0.0,2.2814071491708194,7.120404153094271,10.930980075413071,10.930980075413071,10.930980075413071,50,27.29709416547334,0.0,27.29709416547334,46,10.930980075413071
0.0,50,1640000,6.907155485264057,0.0,2.860968891651158,47,0.0,2.860968891651158,6.907155485264057,12.416096464380699,12.416096464380702,12.416096464380702,50,39.31871463462476,0.0,39.31871463462476,47,12.416096464380699
0.0,50,1670000,7.765028354994816,0.0,1.5965346037010222,48,0.0,1.5965346037010222,7.765028354994816,10.19498110566445,10.194981105664448,10.194981105664448,50,29.348770155537938,0.0,29.348770155537938,48,10.19498110566445
0.0,50,1700000,4.809305790120433,0.0,1.140474443626639,49,0.0,1.140474443626639,4.809305790120433,6.66753293498264,6.66753293498264,6.66753293498264,50,20.973317698455325,0.0,20.973317698455325,49,6.66753293498264
0.0,50,1730000,5.180088051618178,0.0,4.054122106161151,50,0.0,4.054122106161151,5.180088051618178,11.22801799457984,11.228017994579838,11.228017994579838,50,23.94244820325467,0.0,23.94244820325467,50,11.22801799457984
0.0,50,1760000,7.433992877821184,0.0,3.806488125804227,51,0.0,3.806488125804227,7.433992877821184,16.003868149140665,16.00386814914066,16.00386814914066,50,31.310735145932092,0.0,31.310735145932092,51,16.003868149140665
0.0,50,1790000,4.539781306987571,0.0,5.324396625134566,52,0.0,5.324396625134566,4.539781306987571,11.57066263747293,11.570662637472928,11.570662637472928,50,24.202638050246133,0.0,24.202638050246133,52,11.57066263747293
0.0,50,1820000,3.6275187341101613,0.0,3.6158606740773553,53,0.0,3.6158606740773553,3.6275187341101613,8.860688246346601,8.860688246346603,8.860688246346603,50,19.99626598390891,0.0,19.99626598390891,53,8.860688246346601
0.0,50,1850000,5.035494004738175,0.0,3.445007152822889,54,0.0,3.445007152822889,5.035494004738175,13.638855078522333,13.638855078522331,13.638855078522331,50,23.766821533410347,0.0,23.766821533410347,54,13.638855078522333
0.0,50,1880000,6.710914000163823,0.0,3.730184120368566,55,0.0,3.730184120368566,6.710914000163823,12.979378554791692,12.979378554791692,12.979378554791692,50,28.65807890677399,0.0,28.65807890677399,55,12.979378554791692
0.0,50,1910000,5.5601063024314,0.0,2.775677957970207,56,0.0,2.775677957970207,5.5601063024314,12.724203936561185,12.724203936561187,12.724203936561187,50,25.476488424053127,0.0,25.476488424053127,56,12.724203936561185
0.0,50,1940000,4.5389391866623825,0.0,4.005849216734004,57,0.0,4.005849216734004,4.5389391866623825,10.808795714250024,10.80879571425003,10.80879571425003,50,22.868117176950314,0.0,22.868117176950314,57,10.808795714250024
0.0,50,1970000,4.82141612445563,0.0,2.058966337008952,58,0.0,2.058966337008952,4.82141612445563,10.669659365575319,10.669659365575315,10.669659365575315,50,19.751356296823875,0.0,19.751356296823875,58,10.669659365575319
0.0,50,2000000,5.624927079936397,0.0,2.590958115379621,59,0.0,2.590958115379621,5.624927079936397,12.417961919514335,12.417961919514333,12.417961919514333,50,29.305629446994416,0.0,29.305629446994416,59,12.417961919514335
0.0,50,2030000,5.3266907065461115,0.0,4.275463428194097,60,0.0,4.275463428194097,5.3266907065461115,11.836687653854622,11.83668765385462,11.83668765385462,50,26.979887123253622,0.0,26.979887123253622,60,11.836687653854622
0.0,50,2060000,5.06370711306204,0.0,3.20404316410891,61,0.0,3.20404316410891,5.06370711306204,11.81093294662063,11.81093294662063,11.81093294662063,50,23.806775216812646,0.0,23.806775216812646,61,11.81093294662063
0.0,50,2090000,6.702279109163919,0.0,2.5879376246235295,62,0.0,2.5879376246235295,6.702279109163919,13.145238962889778,13.145238962889783,13.145238962889783,50,35.886062404487426,0.0,35.886062404487426,62,13.145238962889778
0.0,50,2120000,6.19015438395154,0.0,3.2635874744327653,63,0.0,3.2635874744327653,6.19015438395154,14.09068617272181,14.090686172721805,14.090686172721805,50,30.568781153759716,0.0,30.568781153759716,63,14.09068617272181
0.0,50,2150000,5.775407215526471,0.0,1.7492470776490208,64,0.0,1.7492470776490208,5.775407215526471,14.210685494576756,14.210685494576758,14.210685494576758,50,26.536080770795007,0.0,26.536080770795007,64,14.210685494576756
0.0,50,2180000,4.755904387928923,0.0,4.917568373103689,65,0.0,4.917568373103689,4.755904387928923,13.30269822589569,13.30269822589569,13.30269822589569,50,23.46929827398314,0.0,23.46929827398314,65,13.30269822589569
0.0,50,2210000,5.6447958254692985,0.0,3.157475438653755,66,0.0,3.157475438653755,5.6447958254692985,14.711606006277561,14.711606006277561,14.711606006277561,50,29.344072384272568,0.0,29.344072384272568,66,14.711606006277561
0.0,50,2240000,5.704859586688599,0.0,3.5273997205436576,67,0.0,3.5273997205436576,5.704859586688599,14.30896274262088,14.308962742620881,14.308962742620881,50,25.10557111143186,0.0,25.10557111143186,67,14.30896274262088
0.0,50,2270000,4.6802595649768275,0.0,5.926628331411698,68,0.0,5.926628331411698,4.6802595649768275,15.848614319661824,15.848614319661824,15.848614319661824,50,28.360136243849666,0.0,28.360136243849666,68,15.848614319661824
0.0,50,2300000,6.02870286884504,0.0,3.246777819547604,69,0.0,3.246777819547604,6.02870286884504,13.930026246200425,13.930026246200423,13.930026246200423,50,30.615320561951343,0.0,30.615320561951343,69,13.930026246200425
0.0,50,2330000,5.1503416253576715,0.0,2.08066585338611,70,0.0,2.08066585338611,5.1503416253576715,13.089036994919656,13.089036994919656,13.089036994919656,50,21.7167671446175,0.0,21.7167671446175,70,13.089036994919656
0.0,50,2360000,6.964071756751492,0.0,3.328491211607248,71,0.0,3.328491211607248,6.964071756751492,13.324274627305526,13.324274627305526,13.324274627305526,50,46.104670748054986,0.0,46.104670748054986,71,13.324274627305526
0.0,50,2390000,6.078219706320691,0.0,1.5498100151607888,72,0.0,1.5498100151607888,6.078219706320691,14.221545179251455,14.221545179251457,14.221545179251457,50,29.202013369251418,0.0,29.202013369251418,72,14.221545179251455
